Class ID,Course Code,Status,Capacity,Count,Course Title,Section,Faculty,Type,Day,Start Time,End Time,Room,Department
00001,,Freshman,40,40,JURISPRUDENCE [F1],F1,-,Theory,Sunday,9:40 AM,11:00 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00001,,Freshman,40,40,JURISPRUDENCE [F1],F1,-,Theory,Tuesday,9:40 AM,11:00 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00002,,Freshman,38,38,JURISPRUDENCE [F2],F2,-,Theory,Monday,9:40 AM,11:00 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00002,,Freshman,38,38,JURISPRUDENCE [F2],F2,-,Theory,Wednesday,9:40 AM,11:00 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00003,,Freshman,40,40,LEGAL SYSTEM OF BANGLADESH [F1],F1,-,Theory,Sunday,11:20 AM,12:40 PM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00003,,Freshman,40,40,LEGAL SYSTEM OF BANGLADESH [F1],F1,-,Theory,Tuesday,11:20 AM,12:40 PM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00004,,Freshman,38,38,LEGAL SYSTEM OF BANGLADESH [F2],F2,-,Theory,Monday,1:00 PM,2:20 PM,6110,FACULTY OF ARTS AND SOCIAL SCIENCES
00004,,Freshman,38,38,LEGAL SYSTEM OF BANGLADESH [F2],F2,-,Theory,Wednesday,1:00 PM,2:20 PM,6110,FACULTY OF ARTS AND SOCIAL SCIENCES
00005,,Freshman,40,40,LEGAL HISTORY [F1],F1,-,Theory,Sunday,2:40 PM,4:00 PM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00005,,Freshman,40,40,LEGAL HISTORY [F1],F1,-,Theory,Tuesday,2:40 PM,4:00 PM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00006,,Freshman,38,38,LEGAL HISTORY [F2],F2,-,Theory,Monday,8:00 AM,9:20 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00006,,Freshman,38,38,LEGAL HISTORY [F2],F2,-,Theory,Wednesday,8:00 AM,9:20 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00007,,Freshman,40,40,LAW OF CONTRACT [F1],F1,-,Theory,Monday,1:00 PM,2:20 PM,6112,FACULTY OF ARTS AND SOCIAL SCIENCES
00007,,Freshman,40,40,LAW OF CONTRACT [F1],F1,-,Theory,Wednesday,1:00 PM,2:20 PM,6112,FACULTY OF ARTS AND SOCIAL SCIENCES
00008,,Freshman,38,38,LAW OF CONTRACT [F2],F2,-,Theory,Sunday,1:00 PM,2:20 PM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00008,,Freshman,38,38,LAW OF CONTRACT [F2],F2,-,Theory,Tuesday,1:00 PM,2:20 PM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00009,,Open,40,36,LAW OF CONTRACT [S2-A],S2-A,-,Theory,Monday,2:40 PM,4:00 PM,6116,FACULTY OF ARTS AND SOCIAL SCIENCES
00009,,Open,40,36,LAW OF CONTRACT [S2-A],S2-A,-,Theory,Wednesday,2:40 PM,4:00 PM,6116,FACULTY OF ARTS AND SOCIAL SCIENCES
00010,,Open,40,34,LAW OF CONTRACT [S2-B],S2-B,-,Theory,Sunday,8:00 AM,9:20 AM,6110,FACULTY OF ARTS AND SOCIAL SCIENCES
00010,,Open,40,34,LAW OF CONTRACT [S2-B],S2-B,-,Theory,Tuesday,8:00 AM,9:20 AM,6110,FACULTY OF ARTS AND SOCIAL SCIENCES
00011,,Open,40,38,LAW OF CONTRACT [S3-A],S3-A,-,Theory,Sunday,9:40 AM,11:00 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00011,,Open,40,38,LAW OF CONTRACT [S3-A],S3-A,-,Theory,Tuesday,9:40 AM,11:00 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00012,,Open,40,39,LAW OF CONTRACT [S3-B],S3-B,-,Theory,Monday,11:20 AM,12:40 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00012,,Open,40,39,LAW OF CONTRACT [S3-B],S3-B,-,Theory,Wednesday,11:20 AM,12:40 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00013,,Freshman,40,40,FRESHMAN ORIENTATION [F1],F1,-,Theory,Monday,11:20 AM,12:40 PM,6110,FACULTY OF ARTS AND SOCIAL SCIENCES
00013,,Freshman,40,40,FRESHMAN ORIENTATION [F1],F1,-,Theory,Wednesday,11:20 AM,12:40 PM,6110,FACULTY OF ARTS AND SOCIAL SCIENCES
00014,,Freshman,38,38,FRESHMAN ORIENTATION [F2],F2,-,Theory,Sunday,9:40 AM,11:00 AM,6202,FACULTY OF ARTS AND SOCIAL SCIENCES
00014,,Freshman,38,38,FRESHMAN ORIENTATION [F2],F2,-,Theory,Tuesday,9:40 AM,11:00 AM,6202,FACULTY OF ARTS AND SOCIAL SCIENCES
00015,,Freshman,40,40,INTERMEDIATE ENGLISH [F1],F1,-,Theory,Monday,2:40 PM,4:00 PM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00015,,Freshman,40,40,INTERMEDIATE ENGLISH [F1],F1,-,Theory,Wednesday,2:40 PM,4:00 PM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00016,,Freshman,38,38,INTERMEDIATE ENGLISH [F2],F2,-,Theory,Sunday,8:00 AM,9:20 AM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00016,,Freshman,38,38,INTERMEDIATE ENGLISH [F2],F2,-,Theory,Tuesday,8:00 AM,9:20 AM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00017,,Closed,40,0,INTERNATIONAL LAW OF THE SEA [LL.M] [A],A,-,,,,,,
00018,,Closed,40,0,INTERNATIONAL ORGANIZATIONS [LL.M] [A],A,-,,,,,,
00019,,Closed,40,0,COMPARATIVE LEGAL SYSTEM [LL.M] [A],A,-,,,,,,
00020,,Freshman,40,0,GENDER AND FAMILY LAW [LL.M] [K1],K1,-,Theory,Sunday,6:00 PM,9:00 PM,1114,FACULTY OF ARTS AND SOCIAL SCIENCES
00021,,Freshman,50,49,INTRODUCTION TO PHARMACY [L1],L1,-,Theory,Monday,11:20 AM,12:40 PM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00021,,Freshman,50,49,INTRODUCTION TO PHARMACY [L1],L1,-,Theory,Wednesday,8:00 AM,9:20 AM,6202,FACULTY OF HEALTH AND LIFE SCIENCES
00022,,Freshman,50,49,PHARMACOGNOSY & NUTRACEUTICALS [L1],L1,-,Theory,Monday,2:40 PM,4:00 PM,3202,FACULTY OF HEALTH AND LIFE SCIENCES
00022,,Freshman,50,49,PHARMACOGNOSY & NUTRACEUTICALS [L1],L1,-,Theory,Wednesday,2:40 PM,4:00 PM,3202,FACULTY OF HEALTH AND LIFE SCIENCES
00023,,Freshman,25,36,PHARMACOGNOSY & NUTRACEUTICALS LAB [L1-A],L1-A,-,Lab,Sunday,8:00 AM,11:00 AM,DE0501,FACULTY OF HEALTH AND LIFE SCIENCES
00024,,Freshman,50,49,COMPUTER FUNDAMENTALS LAB [L1],L1,-,Lab,Monday,8:00 AM,11:00 AM,TBA,FACULTY OF HEALTH AND LIFE SCIENCES
00025,,Freshman,40,0,INTERNATIONAL ENVIRONMENTAL LAW [LL.M] [K1],K1,-,Theory,Monday,6:00 PM,9:00 PM,1114,FACULTY OF ARTS AND SOCIAL SCIENCES
00026,,Freshman,40,0,INTERNATIONAL HUMAN RIGHTS LAW [LL.M] [K1],K1,-,Theory,Tuesday,6:00 PM,9:00 PM,1114,FACULTY OF ARTS AND SOCIAL SCIENCES
00027,,Freshman,40,0,PRINCIPLES OF CIVIL AND CRIMINAL LITIGATION [LL.M] [K1],K1,-,Theory,Wednesday,6:00 PM,9:00 PM,1114,FACULTY OF ARTS AND SOCIAL SCIENCES
00028,,Freshman,40,0,INTERNATIONAL COMMERCIAL ARBITRATION [K1],K1,-,Theory,Thursday,6:00 PM,9:00 PM,1114,FACULTY OF ARTS AND SOCIAL SCIENCES
00029,,Open,40,14,HUMAN ANATOMY & PHYSIOLOGY-I [S2-A],S2-A,-,Theory,Sunday,8:00 AM,9:20 AM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00029,,Open,40,14,HUMAN ANATOMY & PHYSIOLOGY-I [S2-A],S2-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00030,,Open,40,14,INORGANIC PHARMACY I [S2-A],S2-A,-,Theory,Sunday,1:00 PM,2:20 PM,6111,FACULTY OF HEALTH AND LIFE SCIENCES
00030,,Open,40,14,INORGANIC PHARMACY I [S2-A],S2-A,-,Theory,Tuesday,9:40 AM,11:00 AM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00031,,Open,25,13,INORGANIC PHARMACY I LAB [S2-A],S2-A,-,Lab,Monday,11:20 AM,2:20 PM,DE0602,FACULTY OF HEALTH AND LIFE SCIENCES
00032,,Open,40,13,ORGANIC PHARMACY-I [S2-A],S2-A,-,Theory,Sunday,11:20 AM,12:40 PM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00032,,Open,40,13,ORGANIC PHARMACY-I [S2-A],S2-A,-,Theory,Tuesday,11:20 AM,12:40 PM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00033,,Open,25,13,ORGANIC PHARMACY-I LAB [S2-A],S2-A,-,Lab,Tuesday,1:00 PM,4:00 PM,DE0601,FACULTY OF HEALTH AND LIFE SCIENCES
00034,,Open,40,14,PHYSICAL PHARMACY [S2-A],S2-A,-,Theory,Monday,8:00 AM,9:20 AM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00034,,Open,40,14,PHYSICAL PHARMACY [S2-A],S2-A,-,Theory,Wednesday,8:00 AM,9:20 AM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00035,,Open,25,14,PHYSICAL PHARMACY LAB [S2-A],S2-A,-,Lab,Wednesday,11:20 AM,2:20 PM,DE0602,FACULTY OF HEALTH AND LIFE SCIENCES
00036,,Open,40,13,PHARMACEUTICAL STATISTICS [S2-A],S2-A,-,Theory,Monday,9:40 AM,11:00 AM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00036,,Open,40,13,PHARMACEUTICAL STATISTICS [S2-A],S2-A,-,Theory,Wednesday,9:40 AM,11:00 AM,6112,FACULTY OF HEALTH AND LIFE SCIENCES
00037,,Open,40,36,"PDR, REGISTRATION AND COURT FEES ACT [S2-A]",S2-A,-,Theory,Sunday,8:00 AM,9:20 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00037,,Open,40,36,"PDR, REGISTRATION AND COURT FEES ACT [S2-A]",S2-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00038,,Open,40,34,"PDR, REGISTRATION AND COURT FEES ACT [S2-B]",S2-B,-,Theory,Monday,8:00 AM,9:20 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00038,,Open,40,34,"PDR, REGISTRATION AND COURT FEES ACT [S2-B]",S2-B,-,Theory,Wednesday,8:00 AM,9:20 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00039,,Open,40,36,"PDR, REGISTRATION AND COURT FEES ACT [S3-A]",S3-A,-,Theory,Monday,1:00 PM,2:20 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00039,,Open,40,36,"PDR, REGISTRATION AND COURT FEES ACT [S3-A]",S3-A,-,Theory,Wednesday,1:00 PM,2:20 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00040,,Open,40,39,"PDR, REGISTRATION AND COURT FEES ACT [S3-B]",S3-B,-,Theory,Sunday,11:20 AM,12:40 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00040,,Open,40,39,"PDR, REGISTRATION AND COURT FEES ACT [S3-B]",S3-B,-,Theory,Tuesday,11:20 AM,12:40 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00041,,Open,40,36,CONSTITUTIONAL LAW OF BANGLADESH [S2-A],S2-A,-,Theory,Sunday,9:40 AM,11:00 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00041,,Open,40,36,CONSTITUTIONAL LAW OF BANGLADESH [S2-A],S2-A,-,Theory,Tuesday,9:40 AM,11:00 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00042,,Open,40,34,CONSTITUTIONAL LAW OF BANGLADESH [S2-B],S2-B,-,Theory,Sunday,11:20 AM,12:40 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00042,,Open,40,34,CONSTITUTIONAL LAW OF BANGLADESH [S2-B],S2-B,-,Theory,Tuesday,11:20 AM,12:40 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00043,,Open,40,36,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-A]",S2-A,-,Theory,Sunday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00043,,Open,40,36,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-A]",S2-A,-,Theory,Tuesday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00044,,Open,40,34,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-B]",S2-B,-,Theory,Monday,1:00 PM,2:20 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00044,,Open,40,34,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S2-B]",S2-B,-,Theory,Wednesday,1:00 PM,2:20 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00045,,Open,40,36,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S3-A]",S3-A,-,Theory,Monday,9:40 AM,11:00 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00045,,Open,40,36,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S3-A]",S3-A,-,Theory,Wednesday,9:40 AM,11:00 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00046,,Open,40,40,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S3-B]",S3-B,-,Theory,Sunday,8:00 AM,9:20 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00046,,Open,40,40,"LAW OF AGENCY, BAILMENT & PARTNERSHIP [S3-B]",S3-B,-,Theory,Tuesday,8:00 AM,9:20 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00047,,Open,40,37,INTRODUCTION TO COMPUTER [S2-A],S2-A,-,Theory,Sunday,1:00 PM,2:20 PM,TBA,FACULTY OF SCIENCE & TECHNOLOGY
00047,,Open,40,37,INTRODUCTION TO COMPUTER [S2-A],S2-A,-,Theory,Tuesday,1:00 PM,2:20 PM,TBA,FACULTY OF SCIENCE & TECHNOLOGY
00048,,Open,40,34,INTRODUCTION TO COMPUTER [S2-B],S2-B,-,Theory,Monday,11:20 AM,12:40 PM,TBA,FACULTY OF SCIENCE & TECHNOLOGY
00048,,Open,40,34,INTRODUCTION TO COMPUTER [S2-B],S2-B,-,Theory,Wednesday,11:20 AM,12:40 PM,TBA,FACULTY OF SCIENCE & TECHNOLOGY
00049,,Open,40,36,MUSLIM LAW [S2-A],S2-A,-,Theory,Monday,11:20 AM,12:40 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00049,,Open,40,36,MUSLIM LAW [S2-A],S2-A,-,Theory,Wednesday,11:20 AM,12:40 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00050,,Open,40,34,MUSLIM LAW [S2-B],S2-B,-,Theory,Monday,9:40 AM,11:00 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00050,,Open,40,34,MUSLIM LAW [S2-B],S2-B,-,Theory,Wednesday,9:40 AM,11:00 AM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00051,,Cancel,52,0,BANGLADESH STUDIES [LL.B] [S3-A],S3-A,-,Theory,Sunday,8:00 AM,9:20 AM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00051,,Cancel,52,0,BANGLADESH STUDIES [LL.B] [S3-A],S3-A,-,Theory,Tuesday,8:00 AM,9:20 AM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00052,,Cancel,52,0,BANGLADESH STUDIES [LL.B] [S3-B],S3-B,-,Theory,Sunday,2:40 PM,4:00 PM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00052,,Cancel,52,0,BANGLADESH STUDIES [LL.B] [S3-B],S3-B,-,Theory,Tuesday,2:40 PM,4:00 PM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00053,,Open,52,42,BANGLADESH STUDIES [LL.B] [S4-A],S4-A,-,Theory,Sunday,9:40 AM,11:00 AM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00053,,Open,52,42,BANGLADESH STUDIES [LL.B] [S4-A],S4-A,-,Theory,Tuesday,9:40 AM,11:00 AM,TBA,FACULTY OF ARTS AND SOCIAL SCIENCES
00054,,Open,52,41,INTRODUCTION TO BUSINESS [LL.B] [S3-A],S3-A,-,Theory,Sunday,2:40 PM,4:00 PM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00054,,Open,52,41,INTRODUCTION TO BUSINESS [LL.B] [S3-A],S3-A,-,Theory,Tuesday,2:40 PM,4:00 PM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00055,,Open,52,44,INTRODUCTION TO BUSINESS [LL.B] [S3-B],S3-B,-,Theory,Monday,8:00 AM,9:20 AM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00055,,Open,52,44,INTRODUCTION TO BUSINESS [LL.B] [S3-B],S3-B,-,Theory,Wednesday,8:00 AM,9:20 AM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00056,,Open,52,48,INTRODUCTION TO BUSINESS [LL.B] [S4-A],S4-A,-,Theory,Sunday,11:20 AM,12:40 PM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00056,,Open,52,48,INTRODUCTION TO BUSINESS [LL.B] [S4-A],S4-A,-,Theory,Tuesday,11:20 AM,12:40 PM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00057,,Open,40,37,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-A],S3-A,-,Theory,Monday,8:00 AM,9:20 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00057,,Open,40,37,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-A],S3-A,-,Theory,Wednesday,8:00 AM,9:20 AM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00058,,Open,40,40,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-B],S3-B,-,Theory,Sunday,1:00 PM,2:20 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00058,,Open,40,40,CONSTITUTIONAL LAW OF U.K & U.S.A [S3-B],S3-B,-,Theory,Tuesday,1:00 PM,2:20 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00059,,Open,40,36,HINDU LAW [S3-A],S3-A,-,Theory,Monday,2:40 PM,4:00 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00059,,Open,40,36,HINDU LAW [S3-A],S3-A,-,Theory,Wednesday,2:40 PM,4:00 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00060,,Open,40,40,HINDU LAW [S3-B],S3-B,-,Theory,Monday,9:40 AM,11:00 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00060,,Open,40,40,HINDU LAW [S3-B],S3-B,-,Theory,Wednesday,9:40 AM,11:00 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00061,,Open,52,42,GOVERNMENT AND POLITICS [S4-A],S4-A,-,Theory,Sunday,8:00 AM,9:20 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00061,,Open,52,42,GOVERNMENT AND POLITICS [S4-A],S4-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00062,,Open,52,36,GOVERNMENT AND POLITICS [S5-A],S5-A,-,Theory,Monday,8:00 AM,9:20 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00062,,Open,52,36,GOVERNMENT AND POLITICS [S5-A],S5-A,-,Theory,Wednesday,8:00 AM,9:20 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00063,,Open,52,33,GOVERNMENT AND POLITICS [S5-B],S5-B,-,Theory,Sunday,9:40 AM,11:00 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00063,,Open,52,33,GOVERNMENT AND POLITICS [S5-B],S5-B,-,Theory,Tuesday,9:40 AM,11:00 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00064,,Open,52,44,MERCANTILE LAW [S4-A],S4-A,-,Theory,Monday,11:20 AM,12:40 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00064,,Open,52,44,MERCANTILE LAW [S4-A],S4-A,-,Theory,Wednesday,11:20 AM,12:40 PM,6111,FACULTY OF ARTS AND SOCIAL SCIENCES
00065,,Open,52,43,LAW OF TAXATION [S4-A],S4-A,-,Theory,Sunday,2:40 PM,4:00 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00065,,Open,52,43,LAW OF TAXATION [S4-A],S4-A,-,Theory,Tuesday,2:40 PM,4:00 PM,6106,FACULTY OF ARTS AND SOCIAL SCIENCES
00066,,Open,52,42,LABOUR AND INDUSTRIAL LAW [S4-A],S4-A,-,Theory,Monday,8:00 AM,9:20 AM,6105,FACULTY OF ARTS AND SOCIAL SCIENCES
00066,,Open,52,42,LABOUR AND INDUSTRIAL LAW [S4-A],S4-A,-,Theory,Wednesday,8:00 AM,9:20 AM,6105,FACULTY OF ARTS AND SOCIAL SCIENCES
00067,,Open,52,37,LABOUR AND INDUSTRIAL LAW [S5-A],S5-A,-,Theory,Monday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00067,,Open,52,37,LABOUR AND INDUSTRIAL LAW [S5-A],S5-A,-,Theory,Wednesday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00068,,Open,52,35,LABOUR AND INDUSTRIAL LAW [S5-B],S5-B,-,Theory,Sunday,11:20 AM,12:40 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00068,,Open,52,35,LABOUR AND INDUSTRIAL LAW [S5-B],S5-B,-,Theory,Tuesday,11:20 AM,12:40 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00069,,Open,52,46,E-COMMERCE AND E-GOVERNANCE [LL.B] [S4-A],S4-A,-,Theory,Monday,2:40 PM,4:00 PM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00069,,Open,52,46,E-COMMERCE AND E-GOVERNANCE [LL.B] [S4-A],S4-A,-,Theory,Wednesday,2:40 PM,4:00 PM,TBA,FACULTY OF BUSINESS ADMINISTRATION
00070,,Open,52,36,PUBLIC INTERNATIONAL LAW [S5-A],S5-A,-,Theory,Sunday,8:00 AM,9:20 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00070,,Open,52,36,PUBLIC INTERNATIONAL LAW [S5-A],S5-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00071,,Open,52,35,PUBLIC INTERNATIONAL LAW [S5-B],S5-B,-,Theory,Monday,8:00 AM,9:20 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00071,,Open,52,35,PUBLIC INTERNATIONAL LAW [S5-B],S5-B,-,Theory,Wednesday,8:00 AM,9:20 AM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00072,,Open,52,50,JURISDICTION IN INTERNATIONAL LAW [S5-A],S5-A,-,Theory,Sunday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00072,,Open,52,50,JURISDICTION IN INTERNATIONAL LAW [S5-A],S5-A,-,Theory,Tuesday,9:40 AM,11:00 AM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00073,,Open,52,33,JURISDICTION IN INTERNATIONAL LAW [S5-B],S5-B,-,Theory,Monday,1:00 PM,2:30 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00073,,Open,52,33,JURISDICTION IN INTERNATIONAL LAW [S5-B],S5-B,-,Theory,Wednesday,1:00 PM,2:30 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00074,,Open,52,46,INTELLECTUAL PROPERTY LAW [S5-A],S5-A,-,Theory,Sunday,1:00 PM,2:20 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00074,,Open,52,46,INTELLECTUAL PROPERTY LAW [S5-A],S5-A,-,Theory,Tuesday,1:00 PM,2:20 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00075,,Open,52,33,INTELLECTUAL PROPERTY LAW [S5-B],S5-B,-,Theory,Monday,11:20 AM,12:40 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00075,,Open,52,33,INTELLECTUAL PROPERTY LAW [S5-B],S5-B,-,Theory,Wednesday,11:20 AM,12:40 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00076,,Open,52,38,LAW OF TRANSFER OF PROPERTY [S5-A],S5-A,-,Theory,Sunday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00076,,Open,52,38,LAW OF TRANSFER OF PROPERTY [S5-A],S5-A,-,Theory,Tuesday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00077,,Open,52,34,LAW OF TRANSFER OF PROPERTY [S5-B],S5-B,-,Theory,Monday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00077,,Open,52,34,LAW OF TRANSFER OF PROPERTY [S5-B],S5-B,-,Theory,Wednesday,2:40 PM,4:00 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00078,,Open,52,38,CRIMINOLOGY AND LAW OF CYBER CRIMES [S5-A],S5-A,-,Theory,Monday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00078,,Open,52,38,CRIMINOLOGY AND LAW OF CYBER CRIMES [S5-A],S5-A,-,Theory,Wednesday,11:20 AM,12:40 PM,6107,FACULTY OF ARTS AND SOCIAL SCIENCES
00079,,Open,52,42,CRIMINOLOGY AND LAW OF CYBER CRIMES [S5-B],S5-B,-,Theory,Sunday,2:40 PM,4:00 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00079,,Open,52,42,CRIMINOLOGY AND LAW OF CYBER CRIMES [S5-B],S5-B,-,Theory,Tuesday,2:40 PM,4:00 PM,6109,FACULTY OF ARTS AND SOCIAL SCIENCES
00080,,Open,52,45,LAND LAWS OF BANGLADESH [S6-A],S6-A,-,Theory,Sunday,8:00 AM,9:20 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00080,,Open,52,45,LAND LAWS OF BANGLADESH [S6-A],S6-A,-,Theory,Tuesday,8:00 AM,9:20 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00081,,Open,52,43,CODE OF CIVIL PROCEDURE I [S6-A],S6-A,-,Theory,Sunday,9:40 AM,11:00 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00081,,Open,52,43,CODE OF CIVIL PROCEDURE I [S6-A],S6-A,-,Theory,Tuesday,9:40 AM,11:00 AM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
00082,,Open,52,48,CODE OF CIVIL PROCEDURE I [S7-B],S7-B,-,Theory,Monday,1:00 PM,2:20 PM,6103,FACULTY OF ARTS AND SOCIAL SCIENCES
